idx,title_list,view_list,link_list,image_list
217,GOT7(갓세븐)_PAGE_10,조회수 21만회,https://www.youtube.com/watch?v=1CMIeDKv7fA,https://i.ytimg.com/vi/1CMIeDKv7fA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBWebrrcBML9pSORMPJ3EjJiJXRpg
218,GOT7(갓세븐)_PAGE_09,조회수 18만회,https://www.youtube.com/watch?v=cyq7a0w_Y6E,https://i.ytimg.com/vi/cyq7a0w_Y6E/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPfnQUMQCeBjwyogGEQlb6cyf42A
219,GOT7(갓세븐)_PAGE_08,조회수 15만회,https://www.youtube.com/watch?v=JfivNbZSKqI,https://i.ytimg.com/vi/JfivNbZSKqI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxGXHojPiCehd-8RpMrtc2d3uryA
220,"GOT7(갓세븐) MONOGRAPH ""SPINNING TOP : BETWEEN SECURITY & INSECURITY"" PART2.",조회수 24만회,https://www.youtube.com/watch?v=G3l1YQvxqik,https://i.ytimg.com/vi/G3l1YQvxqik/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6npw3ATNHR6oeB5IlzC9UWdZYHw
221,GOT7(갓세븐)_PAGE_07,조회수 41만회,https://www.youtube.com/watch?v=Pob5t0-TjRk,https://i.ytimg.com/vi/Pob5t0-TjRk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDeKWHoxPYoXr_-_b9AloDHdS0aCg
222,GOT7(갓세븐)_PAGE_06,조회수 19만회,https://www.youtube.com/watch?v=13hmqzfVqZk,https://i.ytimg.com/vi/13hmqzfVqZk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAb8bFhnoTPJU33dfcEw2chu956Nw
223,GOT7(갓세븐)_PAGE_05,조회수 21만회,https://www.youtube.com/watch?v=GDudxgTE46I,https://i.ytimg.com/vi/GDudxgTE46I/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBgNQDETlUD3HExih4g7WlQSUw1rw
224,"GOT7(갓세븐) ""ECLIPSE"" TAPE (Thank You I GOT7 Ver.)",조회수 76만회,https://www.youtube.com/watch?v=JZ_vl3WeI5w,https://i.ytimg.com/vi/JZ_vl3WeI5w/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCvUGpwI2IzYSBLNdvjzrSyy98-6w
225,GOT7(갓세븐)_PAGE_04,조회수 18만회,https://www.youtube.com/watch?v=jzcnHh1-qJg,https://i.ytimg.com/vi/jzcnHh1-qJg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDf8QVOnenPy9xU2_5DJkKyiaCFhg
226,"GOT7(갓세븐) ""1°"" TAPE",조회수 659만회,https://www.youtube.com/watch?v=2tFTfcOeWeE,https://i.ytimg.com/vi/2tFTfcOeWeE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYTXgHQ0k-98dXCIVPkEKe2KAupg
227,GOT7(갓세븐)_PAGE_03,조회수 36만회,https://www.youtube.com/watch?v=kYGkdLx8tXk,https://i.ytimg.com/vi/kYGkdLx8tXk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAT6z3n0ZdSc8AunXVrHvedX-N_ZQ
228,GOT7(갓세븐)_PAGE_02,조회수 27만회,https://www.youtube.com/watch?v=Ve37DKlIRcY,https://i.ytimg.com/vi/Ve37DKlIRcY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtD8XMmRIt2EyjvQHI84db3hg3zw
229,"GOT7(갓세븐) ""ECLIPSE"" Dance Practice",조회수 244만회,https://www.youtube.com/watch?v=cCpqA-WcEq8,https://i.ytimg.com/vi/cCpqA-WcEq8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXstiJsI2u-bfkG8vqacTBDKEk5w
230,GOT7(갓세븐)_PAGE_01,조회수 38만회,https://www.youtube.com/watch?v=46LY7iG7Nfg,https://i.ytimg.com/vi/46LY7iG7Nfg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASFtux5EGSPze4rn_XcqQtCLFEKQ
231,"GOT7(갓세븐) ""ECLIPSE"" Dance Practice (Part Switch Ver.)",조회수 217만회,https://www.youtube.com/watch?v=3dJQYjZD-3A,https://i.ytimg.com/vi/3dJQYjZD-3A/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUGGprD3JzBlLGcXu1Lh68d6c-Qw
232,"GOT7(갓세븐) MONOGRAPH ""SPINNING TOP : BETWEEN SECURITY & INSECURITY"" PART1.",조회수 15만회,https://www.youtube.com/watch?v=1yNjbjIprzM,https://i.ytimg.com/vi/1yNjbjIprzM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBcbb26difuUexhxsVH7tFUgjgR8Q
233,"GOT7(갓세븐) ""ECLIPSE"" Dance Practice (Directed by Jackson)",조회수 196만회,https://www.youtube.com/watch?v=jD3LhVh33XU,https://i.ytimg.com/vi/jD3LhVh33XU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRr6XQ7Zm7p7rcok-WXpQy2svmkw
234,"GOT7(갓세븐) ""ECLIPSE"" TAPE (EDITED VER.)",조회수 336만회,https://www.youtube.com/watch?v=iXxVgm4qBxk,https://i.ytimg.com/vi/iXxVgm4qBxk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCWAgSEIW88HFVrlTdQvaNXEshrxg
235,"GOT7(갓세븐) ""ECLIPSE"" TAPE (EDITED VER.) TEASER",조회수 49만회,https://www.youtube.com/watch?v=ZeWIpILs6o8,https://i.ytimg.com/vi/ZeWIpILs6o8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5oBIG9uteG4fs_7p1m_dRjQRipQ
236,GOT7(갓세븐) 2019 WORLD TOUR ‘KEEP SPINNING’ TRAILER,조회수 42만회,https://www.youtube.com/watch?v=ENi8YRLzQOk,https://i.ytimg.com/vi/ENi8YRLzQOk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDK91px5X6-aKCFqCGkeqyXcxfTeA
237,"GOT7 박진영 ""사이코메트리 그녀석"" Jus2'S GIFT MAKING FILM",조회수 11만회,https://www.youtube.com/watch?v=4ZmN3Ba5qJY,https://i.ytimg.com/vi/4ZmN3Ba5qJY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSzwMZ4CYNtXs61P8KZMaTonDAKw
238,"THANK YOU I GOT7: ""Present : YOU"" & ME SPECIAL FILM",조회수 22만회,https://www.youtube.com/watch?v=EaM2eR8ZYOw,https://i.ytimg.com/vi/EaM2eR8ZYOw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGJCNYCmUjRrVNh8vnMLo42CfJGA
239,[GOT7(갓세븐) TOURGRAPH] WORLD TOUR 'EYES ON YOU' EP.07,조회수 33만회,https://www.youtube.com/watch?v=Yd6YVZSOaiM,https://i.ytimg.com/vi/Yd6YVZSOaiM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAnWnW2CLVYVd2Iv69a32MfeaHGtA
240,"GOT7 박진영 ""사이코메트리 그녀석"" DRAMA MAKING FILM",조회수 10만회,https://www.youtube.com/watch?v=eVA8_xRq1Lo,https://i.ytimg.com/vi/eVA8_xRq1Lo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7mlwtKooKmWMrbFYMf5Jrvd6PRg
241,[GOT7(갓세븐) TOURGRAPH] WORLD TOUR 'EYES ON YOU' EP.06,조회수 27만회,https://www.youtube.com/watch?v=o2qyVI9aJ0g,https://i.ytimg.com/vi/o2qyVI9aJ0g/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5q34PDysowfAU980pnSaCstZSVw
242,Jus2(저스투) MOMENTS_07 MAGAZINE PHOTOSHOOT BEHIND PART.2,조회수 7.7만회,https://www.youtube.com/watch?v=MM6fzRoP3c0,https://i.ytimg.com/vi/MM6fzRoP3c0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYQo5J924fE2CMf2QXqxS_1yZFQw
243,GOT7 Japan Tour 2019,조회수 15만회,https://www.youtube.com/watch?v=4SOXA-zWeJI,https://i.ytimg.com/vi/4SOXA-zWeJI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBEuBQpz4GMITv4NslcAc1hZB6C8A
244,[GOT7(갓세븐) TOURGRAPH] WORLD TOUR 'EYES ON YOU' EP.05,조회수 43만회,https://www.youtube.com/watch?v=-9dw7WAWw8s,https://i.ytimg.com/vi/-9dw7WAWw8s/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAACJL3_T9rypaxomORbdZgXeyrhg
245,"Jus2(저스투) ""FOCUS -Japan Edition-"" JACKET & MD MAKING FILM",조회수 4.7만회,https://www.youtube.com/watch?v=taSQmDDwGo0,https://i.ytimg.com/vi/taSQmDDwGo0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDTyAi2bH1B35au92_8tO0W4fbZUA
246,"GOT7(갓세븐) JACKSON(잭슨) ""328 JOURNEY FESTIVAL"" HIGHLIGHT SKETCH FILM",조회수 17만회,https://www.youtube.com/watch?v=ntoKPoI1_OE,https://i.ytimg.com/vi/ntoKPoI1_OE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNvP6LO9PF03X9IpBt1jsX1FnTVw
247,Jus2(저스투) MOMENTS_06 MAGAZINE PHOTOSHOOT BEHIND PART.1,조회수 9.7만회,https://www.youtube.com/watch?v=oOktO-Ka6ko,https://i.ytimg.com/vi/oOktO-Ka6ko/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoAWZgAGVMCa4cCPR6k6I0P2g4Ig
248,[GOT7(갓세븐) TOURGRAPH] WORLD TOUR 'EYES ON YOU' EP.04,조회수 32만회,https://www.youtube.com/watch?v=fzx8AV3mkI0,https://i.ytimg.com/vi/fzx8AV3mkI0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7ToAvpJG9jc-rsPmor-Q6YNqoUg
249,[GOT7(갓세븐) TOURGRAPH] WORLD TOUR 'EYES ON YOU' EP.03,조회수 40만회,https://www.youtube.com/watch?v=wWKdXsGrMDw,https://i.ytimg.com/vi/wWKdXsGrMDw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBN2oAXGYs5ssCJ1qYOpvC_TPpFoQ
250,"GOT7(갓세븐) BAMBAM ""BLACK FEATHER"" HIGHLIGHT SKETCH FILM",조회수 18만회,https://www.youtube.com/watch?v=S_t-9gLmyAQ,https://i.ytimg.com/vi/S_t-9gLmyAQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCWZeNOTR8Y3X-Z8qMimMfa_oHXhw
251,Jus2(저스투) MOMENTS_05 THE 2ND WEEK BEHIND,조회수 8.6만회,https://www.youtube.com/watch?v=yUEEg70xKlQ,https://i.ytimg.com/vi/yUEEg70xKlQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALTFSbm0soBnGxtkZqS-zLE8K1pw
252,[GOT7(갓세븐) TOURGRAPH] WORLD TOUR 'EYES ON YOU' EP.02,조회수 27만회,https://www.youtube.com/watch?v=2SDU8VnuAUo,https://i.ytimg.com/vi/2SDU8VnuAUo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjNgUKnS7Y5J1Z2LWY8eMQuDx8ow
253,"Jus2(저스투) MOMENTS_04 ""FOCUS ON ME"" DANCE PRACTICE BEHIND",조회수 18만회,https://www.youtube.com/watch?v=-l-Pw7yvk7Y,https://i.ytimg.com/vi/-l-Pw7yvk7Y/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApFoXp3H12n4S6hRveXUemVRdCsA
254,[GOT7(갓세븐) TOURGRAPH] WORLD TOUR 'EYES ON YOU' EP.01,조회수 41만회,https://www.youtube.com/watch?v=g16aX28uTcU,https://i.ytimg.com/vi/g16aX28uTcU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdfZeXciQLGIf72LkFrJTpVFA2Wg
255,Jus2(저스투) MOMENTS_03 THE 1ST WEEK BEHIND,조회수 11만회,https://www.youtube.com/watch?v=l_ShB4hxVjw,https://i.ytimg.com/vi/l_ShB4hxVjw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAWIP5kx0h3-ikI3S95h4MW2Ruo8A
256,"GOT7 박진영 ""사이코메트리 그녀석"" JACKSON'S GIFT MAKING FILM",조회수 19만회,https://www.youtube.com/watch?v=xzvhW0Ul0ro,https://i.ytimg.com/vi/xzvhW0Ul0ro/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXaUDXCyaKLZ00LsXL3LBwUzOfzQ
257,Jus2(저스투) MOMENTS_02 LIVE PREMIERE BEHIND,조회수 12만회,https://www.youtube.com/watch?v=KdfseATV15A,https://i.ytimg.com/vi/KdfseATV15A/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYNus8SjWhInucxnZ5r2KSc1MAwA
258,"Jus2(저스투) ""FOCUS ON ME"" Performance Video",조회수 122만회,https://www.youtube.com/watch?v=8n5u2o_QI6I,https://i.ytimg.com/vi/8n5u2o_QI6I/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBQNIbEGcjI0bGqYHD61jkggBtQ0w
259,"GOT7 박진영 ""사이코메트리 그녀석"" TEASER MAKING FILM",조회수 16만회,https://www.youtube.com/watch?v=nfc5mKRd4eQ,https://i.ytimg.com/vi/nfc5mKRd4eQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZTuZ0fSYhqfI8kg2JKf7UBpolvg
260,"Jus2 MOMENTS_01 ""LONG BLACK"" LIVE BEHIND",조회수 12만회,https://www.youtube.com/watch?v=Tna0ExJhvj0,https://i.ytimg.com/vi/Tna0ExJhvj0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtRwAOlWSR3pzH471OiWZAyxk5tw
261,"Jus2(저스투) ""FOCUS ON ME"" Dance Practice (ME Ver. / Feat. Sexy Boyfriend)",조회수 61만회,https://www.youtube.com/watch?v=k33hwFc-SpE,https://i.ytimg.com/vi/k33hwFc-SpE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCFZTNLUYqeYqU_EsIi5X_6eVM0Pg
262,"Jus2(저스투) ""FOCUS ON ME"" M/V MAKING FILM",조회수 13만회,https://www.youtube.com/watch?v=EMwnYPVd5fY,https://i.ytimg.com/vi/EMwnYPVd5fY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBo2BodgWMreDIEwl0xP2_asc6qew
263,Jus2(저스투) 'FOCUS' PREMIERE SHOWCASE TOUR SPOT,조회수 5.5만회,https://www.youtube.com/watch?v=RqH_31VizRQ,https://i.ytimg.com/vi/RqH_31VizRQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfFg-nlHsZXOwWRcqjLzdwXzhxBg
264,"Jus2(저스투) ""FOCUS ON ME"" Dance Practice (ON Ver.)",조회수 34만회,https://www.youtube.com/watch?v=Z1JrpATCKOg,https://i.ytimg.com/vi/Z1JrpATCKOg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9YqJWw-fr5aTXjT2Opz8-FuV0Zw
265,"Jus2(저스투) ""LONG BLACK"" Live",조회수 142만회,https://www.youtube.com/watch?v=U0tUNJnIbuo,https://i.ytimg.com/vi/U0tUNJnIbuo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyQPU4_bScFTN2MdNw_YfAmmVwCg
266,"GOT7 박진영 ""사이코메트리 그녀석"" POSTER MAKING FILM",조회수 12만회,https://www.youtube.com/watch?v=adk6-0lAL84,https://i.ytimg.com/vi/adk6-0lAL84/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAifX47HdOcHm3m7VJIzTS22e_yvQ
267,"Jus2(저스투) ""FOCUS"" Media Making Film",조회수 5.5만회,https://www.youtube.com/watch?v=EcfQRA0buts,https://i.ytimg.com/vi/EcfQRA0buts/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-b1fZjTcsc8akMtyu1ozyJbp5Cg
268,"Jus2(저스투) ""FOCUS ON ME"" Dance Practice (FOCUS Ver.)",조회수 79만회,https://www.youtube.com/watch?v=ynrMoff6ols,https://i.ytimg.com/vi/ynrMoff6ols/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCi-D1UAOk195ubfcouTENm936hTQ
269,"Jus2 ""FOCUS ON ME"" (LIVE PREMIERE Ver.)",조회수 31만회,https://www.youtube.com/watch?v=YuKaCvkPn04,https://i.ytimg.com/vi/YuKaCvkPn04/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKZ8A7dA036JO9g42uIcp1Ik6E3Q
270,"Jus2(저스투) ""FOCUS"" JACKET MAKING FILM",조회수 8.4만회,https://www.youtube.com/watch?v=PHyoHp492yw,https://i.ytimg.com/vi/PHyoHp492yw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGRHXUomyT05ntY2IxwQL3gxSOeA
271,GOT7(갓세븐) MARK X BAMBAM HIGHLIGHT SKETCH IN MILAN,조회수 27만회,https://www.youtube.com/watch?v=cqUA9_KQTQQ,https://i.ytimg.com/vi/cqUA9_KQTQQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9MOR5I-R56D-ZLmoEGKhPt37Vuw
272,GOT7(갓세븐) 2018 WORLD TOUR 'EYES ON YOU' DVD & BLU-RAY PREVIEW,조회수 16만회,https://www.youtube.com/watch?v=RveovbzWi-M,https://i.ytimg.com/vi/RveovbzWi-M/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsBljD8wturD8Z6FpAym_s0kVZ_g
273,GOT7(갓세븐) JACKSON HIGHLIGHT SKETCH IN MILAN,조회수 33만회,https://www.youtube.com/watch?v=qgjJ44o23WE,https://i.ytimg.com/vi/qgjJ44o23WE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDd3Wd7W5haZ1_ccvGAjVBDjWtvMA
274,"GOT7(갓세븐) ""I WON'T LET YOU GO"" M/V (Vertical Ver.)",조회수 72만회,https://www.youtube.com/watch?v=79fHvhMg9Jo,https://i.ytimg.com/vi/79fHvhMg9Jo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVMI2vyzyFmDZ-38Eyo4r2-zo9Ig
275,"JB (갓세븐) ""Be with you"" M/V (연애하루전 OST)",조회수 399만회,https://www.youtube.com/watch?v=SWndYH5vjgI,https://i.ytimg.com/vi/SWndYH5vjgI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHeUNT2EvJLxPqYdlAQKcLPUQmfQ
276,"5 Years, Heart to Heart",조회수 24만회,https://www.youtube.com/watch?v=B13Mx1IirwE,https://i.ytimg.com/vi/B13Mx1IirwE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZbKYYyxK1AO-uK5z73Ialqi7QcA
277,"[GOT7 STUDIO] GOT7(갓세븐) ""Take Me To You"" Live",조회수 516만회,https://www.youtube.com/watch?v=_sglA94n0y4,https://i.ytimg.com/vi/_sglA94n0y4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAusR16vgmMPFcuB_1C8OKbB6TBSA
278,GOT7(갓세븐) 5th Fan Meeting Invitation Video,조회수 9.6만회,https://www.youtube.com/watch?v=YdYlRlhsE0c,https://i.ytimg.com/vi/YdYlRlhsE0c/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlumpqyknns8yYQBgfzN-jnvweuw
279,"[GOT7 STUDIO] GOT7(갓세븐) ""Miracle"" Live (Christmas Ver.)",조회수 136만회,https://www.youtube.com/watch?v=WvBB06_QGqg,https://i.ytimg.com/vi/WvBB06_QGqg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-ACXa81DwNBBr5CEjFiaLRF4XcQ
280,"[LYRIC ASMR] GOT7(갓세븐) ""Miracle"" (Yugyeom Ver.)",조회수 18만회,https://www.youtube.com/watch?v=XRB4dcRJSZQ,https://i.ytimg.com/vi/XRB4dcRJSZQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZmBvomGBuCFvkZqlOZoiZMN-sjg
281,"[LYRIC ASMR] GOT7(갓세븐) ""Miracle"" (Jinyoung Ver.)",조회수 22만회,https://www.youtube.com/watch?v=n2-3uA1gb_8,https://i.ytimg.com/vi/n2-3uA1gb_8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC78d8KSs7dUE649B16HfGMpQW8Qw
282,"[LYRIC ASMR] GOT7(갓세븐) ""Miracle"" (Youngjae Ver.)",조회수 12만회,https://www.youtube.com/watch?v=tI9H8tvxdUw,https://i.ytimg.com/vi/tI9H8tvxdUw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBl2lpe7dIGLyVbzRG60HYCQ6mBg
283,"[LYRIC ASMR] GOT7(갓세븐) ""Miracle"" (Mark Ver.)",조회수 23만회,https://www.youtube.com/watch?v=357XNDFeQX8,https://i.ytimg.com/vi/357XNDFeQX8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCosji-xVmRByUJQr2o3G5wgCE6uw
284,"[LYRIC ASMR] GOT7(갓세븐) ""Miracle"" (BamBam Ver.)",조회수 18만회,https://www.youtube.com/watch?v=SEiFja4ZHFw,https://i.ytimg.com/vi/SEiFja4ZHFw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5CF40gn3QGuUMbQi1JpVLMF4QYw
285,"[LYRIC ASMR] GOT7(갓세븐) ""Miracle"" (Jackson Ver.)",조회수 31만회,https://www.youtube.com/watch?v=uREeJL_Geu8,https://i.ytimg.com/vi/uREeJL_Geu8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdsd2M6edKRS5Rz5FNSF3OUMuCmg
286,"[LYRIC ASMR] GOT7(갓세븐) ""Miracle"" (JB Ver.)",조회수 42만회,https://www.youtube.com/watch?v=kmsIU6leb6Q,https://i.ytimg.com/vi/kmsIU6leb6Q/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1RxwHseNR7grCPENk5G-ZCh-6lQ
287,"GOT7(갓세븐) ""I WON'T LET YOU GO"" M/V",조회수 2183만회,https://www.youtube.com/watch?v=8hRWW0xl-ow,https://i.ytimg.com/vi/8hRWW0xl-ow/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJP7LVx02dsZ3MAJCF70XfPudmxw
